undefinedundefinedDate,Fermenter Sample ID,Fermenter Sample %Solids,Fermenter Sample HPLC Ethanol
2013-11-09 14:40,45H,13.24,11.73
2013-11-09 15:50,10H,29.86,2.2
2013-11-09 18:15,YP,22.32,1.3
2013-11-09 18:25,Fill,33.1,0.2
2013-11-09 22:55,32H,16.26,11.38
2013-11-09 23:00,18H,23.31,6.6
2013-11-10 3:35,DROP,12.63,13.08
2013-11-10 4:05,10H,29.61,2.19
2013-11-10 7:25,YP,22.2,1.41
2013-11-10 7:35,Fill,33.24,0.23
2013-11-10 11:55,45H,12.32,13.71
2013-11-10 12:10,18H,22.5,6.54
2013-11-10 13:00,32H,15.73,11.16
2013-11-10 17:00,DROP,11.5,13.95
2013-11-10 17:15,10H,29.51,2.03
2013-11-10 21:00,YP,21.39,1.86
2013-11-10 21:05,Fill,33.92,0.24
2013-11-11 1:25,18H,23.67,6.26
2013-11-11 1:50,45H,12.93,13.43
2013-11-11 1:55,32H,16.94,10.94
2013-11-11 6:55,DROP,12.83,13.82
2013-11-11 7:10,10H,30.05,2.11
2013-11-11 10:40,Fill,33.39,0.21
2013-11-11 10:45,YP,22.31,1.54
2013-11-11 15:05,18H,22.94,6.71
2013-11-11 15:10,45H,12.11,13.26
2013-11-11 15:15,32H,16.94,10.67
2013-11-11 20:40,10H,29.54,2.13
2013-11-11 21:00,DROP,12.24,13.7
2013-11-12 0:00,Fill,33.87,0.21
2013-11-12 0:45,YP,21.29,1.99
2013-11-12 4:20,45H,13.57,13
2013-11-12 4:25,18H,23.58,6.41
2013-11-12 4:40,32H,17.48,10.97
2013-11-12 10:25,DROP,13.04,13.53
2013-11-12 10:40,10H,29.48,2.47
2013-11-12 14:20,Fill,33.2,0.22
2013-11-12 14:25,YP,22.25,1.47
2013-11-12 18:05,45H,12.99,13.38
2013-11-12 18:40,18H,22.39,6.39
2013-11-12 23:25,DROP,12.23,13.82
2013-11-13 0:20,10H,29.51,2.49
2013-11-13 3:50,YP,19.61,1.55
2013-11-13 3:55,Fill,33.19,0.22
2013-11-13 7:40,45H,12.63,13.36
2013-11-13 8:20,18H,23.72,6.67
2013-11-13 8:40,32H,16.21,11.09
2013-11-13 13:40,10H,24.55,4.37
2013-11-13 21:37,DROP,11.22,13.8
2013-11-13 21:40,18H,25.85,3.88
2013-11-13 22:20,32H,17.61,10.77
2013-11-14 11:20,45H,13.73,13.11
2013-11-14 11:40,32H,18.24,9.28
2013-11-14 12:28,YP,12.45,7.33
2013-11-14 12:38,Fill,32.96,0.26
2013-11-14 22:25,10H,28.08,3.18
2013-11-14 23:56,DROP,11.61,13.88
2013-11-15 0:40,45H,12.9,12.26
2013-11-15 4:20,YP,20.94,2.37
2013-11-15 4:30,Fill,34.24,0.2
2013-11-15 6:25,18H,23.97,6.48
2013-11-15 13:35,DROP,11.62,13.98
2013-11-15 14:20,10H,30.02,2.74
2013-11-15 17:55,Fill,33.37,0.19
2013-11-15 18:02,YP,21.96,1.43
2013-11-15 20:25,32H,17.57,10.74
2013-11-15 22:20,18H,23.66,6.74
2013-11-16 3:15,DROP,12.38,13.54
2013-11-16 3:55,10H,29.26,2.44
2013-11-16 7:30,YP,21.53,1.58
2013-11-16 7:40,Fill,33.11,0.2
2013-11-16 9:25,45H,13.19,13.12
2013-11-16 12:00,32H,16.86,10.94
2013-11-16 15:15,DROP,12.45,13.72
2013-11-16 17:30,10H,29.82,2.06
2013-11-16 20:50,Fill,32.76,0.23
2013-11-16 20:55,YP,21.89,1.48
2013-11-17 1:20,45H,12.57,13.33
2013-11-17 1:40,32H,16.69,10.71
2013-11-17 5:20,DROP,12.48,13.59
2013-11-17 6:40,10H,29.39,2.16
2013-11-17 10:37,YP,21.46,1.72
2013-11-17 11:21,Fill,32.66,0.24
2013-11-17 14:50,18H,22.76,6.56
2013-11-17 14:55,45H,12.79,12.93
2013-11-17 15:40,32H,15.81,11.02
2013-11-17 18:40,DROP,12.31,13.34
2013-11-17 20:25,10H,28.79,2.63
2013-11-17 20:25,10H,28.79,2.63
2013-11-17 23:54,Fill,32.49,0.28
2013-11-17 23:58,YP,20.59,1.86
2013-11-18 4:25,18H,22.52,6.6
2013-11-18 4:40,45H,11.64,13.24
2013-11-18 4:50,32H,15.66,10.94
2013-11-18 8:13,DROP,11.68,13.53
2013-11-18 9:55,10H,28.12,2.51
2013-11-18 13:20,YP,21.76,1.65
2013-11-18 13:30,Fill,29.82,0.23
2013-11-18 17:50,45H,12.26,13.28
2013-11-18 17:55,18H,23.06,6.46
2013-11-18 18:25,32H,16.59,11.1
2013-11-18 21:30,DROP,11.88,13.5
2013-11-18 23:25,10H,27.81,3.61
2013-11-19 2:45,YP,20.98,1.84
2013-11-19 2:55,Fill,32.88,0.23
2013-11-19 7:20,18H,21.14,6.83
2013-11-19 7:25,45H,11.78,13.33
2013-11-19 7:55,32H,15.96,10.96
2013-11-19 11:05,DROP,12.16,13.59
2013-11-19 12:45,10H,28.41,2.21
2013-11-19 15:55,Fill,33,0.23
2013-11-19 16:00,YP,22.37,1.32
2013-11-19 20:45,18H,22.66,6.75
2013-11-19 20:50,45H,12.21,13.27
2013-11-19 21:15,32H,15.5,11.19
2013-11-19 21:25,32H,15.5,11.19
2013-11-20 1:10,DROP,11.94,13.49
2013-11-20 1:45,10H,29.39,2.33
2013-11-20 5:20,Fill,32.71,0.2
2013-11-20 5:25,YP,21.63,1.9
2013-11-20 9:55,18H,22.43,6.71
2013-11-20 10:45,32H,16.51,10.99
2013-11-20 14:37,DROP,12.14,13.38
2013-11-20 15:20,10H,29.49,2.29
2013-11-20 18:10,Fill,33.55,0.18
2013-11-20 18:30,YP,21.68,1.35
2013-11-20 23:20,18H,23.65,6.56
2013-11-20 23:35,45H,12.53,13.2
2013-11-20 23:55,32H,15.79,11.52
2013-11-21 3:55,DROP,11.61,13.57
2013-11-21 4:10,10H,30.93,1.81
2013-11-21 7:50,Fill,32.93,0.19
2013-11-21 13:30,32H,16.53,10.76
2013-11-21 17:25,DROP,11.64,13.54
2013-11-21 17:25,10H,29.48,2.13
2013-11-21 21:00,Fill,33.53,0.21
2013-11-21 21:15,YP,22.31,1.71
2013-11-21 23:55,45H,12.32,12.9
2013-11-22 2:15,32H,16.82,10.77
2013-11-22 2:20,45H,12.95,13.05
2013-11-22 5:15,18H,23.6,6.49
2013-11-22 5:20,DROP,12.02,13.42
2013-11-22 7:05,10H,29.88,2.34
2013-11-22 7:40,18H,24.48,6.3
2013-11-22 10:35,YP,22.16,1.84
2013-11-22 10:35,Fill,33.28,0.26
2013-11-22 15:20,45H,12.96,13.1
2013-11-22 15:45,32H,17.38,10.71
2013-11-22 20:00,DROP,12.43,13.59
2013-11-22 20:30,10H,29.19,2.66
2013-11-23 4:30,18H,23.36,6.49
2013-11-23 4:50,45H,13.72,13.09
2013-11-23 5:10,32H,17.14,10.92
2013-11-23 9:25,DROP,12.05,13.35
2013-11-23 10:00,10H,29.85,2.1
2013-11-23 13:05,YP,20.86,1.77
2013-11-23 13:05,Fill,33.91,0.21
2013-11-23 18:00,18H,24.38,6.54
2013-11-23 18:15,45H,12.63,13.09
2013-11-23 18:30,32H,16.63,10.78
2013-11-23 22:56,DROP,11.63,13.71
2013-11-23 23:00,10H,30.79,2.44
2013-11-23 23:58,YP,21.63,1.71
2013-11-24 2:50,YP,22.07,1.72
2013-11-24 5:50,Fill,33.68,0.21
2013-11-24 7:05,18H,23.9,6.44
2013-11-24 7:30,45H,12.34,12.85
2013-11-24 8:00,32H,16.41,11.04
2013-11-24 12:00,DROP,12.35,13.46
2013-11-24 14:10,YP,22.3,1.56
2013-11-24 14:20,Fill,33.41,0.17
2013-11-24 16:15,10H,29.71,2.27
2013-11-24 20:50,18H,23.95,6.47
2013-11-24 21:00,45H,13.24,13.44
2013-11-24 21:05,32H,16.35,10.59
2013-11-25 0:10,32H,17.05,10.48
2013-11-25 1:47,DROP,12.04,13.44
2013-11-25 2:10,10H,28.77,2.1
2013-11-25 5:45,YP,22.19,1.58
2013-11-25 5:55,Fill,33.42,0.21
2013-11-25 10:05,45H,13.81,12.88
2013-11-25 10:10,18H,24.76,6.18
2013-11-25 10:50,BW,17.45,13.25
2013-11-25 15:13,DROP,12.4,13.27
2013-11-25 15:45,10H,30.26,1.89
2013-11-25 19:20,Fill,33.26,0.19
2013-11-25 19:30,YP,21.69,1.41
2013-11-25 23:45,18H,23.24,6.58
2013-11-25 23:50,45H,12.99,12.88
2013-11-26 4:45,DROP,12.75,13.2
2013-11-26 5:10,10H,30.36,2
2013-11-26 8:40,Fill,33.43,0.16
2013-11-26 8:45,YP,21.53,1.75
2013-11-26 13:00,45H,14.12,12.62
2013-11-26 13:20,18H,22.99,6.2
2013-11-26 13:45,32H,17.16,10.77
2013-11-26 18:22,DROP,12.21,13.29
2013-11-26 18:50,10H,29.3,2.42
2013-11-26 22:20,Fill,32.78,0.22
2013-11-26 22:30,YP,21.06,1.57
2013-11-27 2:45,18H,23.28,6.68
2013-11-27 3:00,45H,12.92,13.13
2013-11-27 3:20,32H,16.04,10.74
2013-11-27 7:49,DROP,12.06,12.73
2013-11-27 8:20,10H,29.39,2.2
2013-11-27 11:43,YP,21.67,1.63
2013-11-27 16:20,18H,24.02,6.25
2013-11-27 16:20,45H,12.95,13.03
2013-11-27 16:45,32H,16.82,10.27
2013-11-27 21:00,DROP,12.14,13.16
2013-11-27 21:30,10H,30.14,2.07
2013-11-28 1:00,Fill,32.4,0.16
2013-11-28 1:15,YP,20.82,1.64
2013-11-28 5:40,18H,23.25,6.42
2013-11-28 5:45,45H,12.83,12.93
2013-11-28 6:20,BW,16.46,13.51
2013-11-28 10:59,DROP,12.07,13.37
2013-11-28 11:15,10H,29.29,2.08
2013-11-28 15:25,YP,21.42,1.66
2013-11-28 15:26,Fill,31.84,0.2
2013-11-28 19:15,18H,22.08,6.27
2013-11-28 19:20,45H,12.99,12.56
2013-11-28 19:45,32H,16.26,10.59
2013-11-29 0:30,DROP,12.3,13.22
2013-11-29 1:25,10H,29.34,2.21
2013-11-29 4:45,Fill,32.96,0.2
2013-11-29 4:55,YP,22.1,1.69
2013-11-29 8:45,45H,12.87,12.86
2013-11-29 9:15,32H,16.02,10.73
2013-11-29 9:25,18H,23,6.45
2013-11-29 14:05,DROP,11.48,13.45
2013-11-29 14:45,10H,29.2,2.31
2013-11-29 18:00,YP,21.68,1.35
2013-11-29 18:10,Fill,32.64,0.23
2013-11-29 22:15,45H,11.48,12.99
2013-11-29 22:45,18H,24.19,6.08
2013-11-29 23:25,32H,16.63,10.41
2013-11-30 2:55,DROP,11.41,12.66
2013-11-30 4:00,10H,30.38,1.78
2013-11-30 7:25,Fill,33.12,0.21
2013-11-30 7:30,YP,23.08,1.13
2013-11-30 12:00,18H,22.94,6.3
2013-11-30 12:25,45H,12.62,12.74
2013-11-30 12:45,BW,17.48,13.29
2013-11-30 17:00,DROP,12.64,13.07
2013-11-30 17:25,10H,30.56,1.53
2013-11-30 20:55,YP,22.52,1.48
2013-11-30 21:05,Fill,33.16,0.17
2013-12-01 1:25,18H,23.64,5.93
2013-12-01 1:45,45H,13.85,12.51
2013-12-01 2:00,32H,17.32,9.92
2013-12-01 6:30,DROP,12.95,13.09
2013-12-01 6:55,10H,28.32,2.17
2013-12-01 10:10,Fill,33.26,0.23
2013-12-01 10:38,YP,21.64,2.1
2013-12-01 14:55,18H,23.36,6.39
2013-12-01 15:00,45H,13.41,12.81
2013-12-01 15:25,32H,17.31,10.32
2013-12-01 19:35,DROP,13.32,13.06
2013-12-01 20:30,10H,29.63,2.22
2013-12-01 23:45,Fill,33.33,0.24
2013-12-01 23:50,YP,29.36,1.41
2013-12-02 4:25,45H,13.8,12.61
2013-12-02 4:30,18H,23.76,6.12
2013-12-02 4:55,32H,16.89,10.51
2013-12-02 7:35,10H,30.42,1.89
2013-12-02 9:15,DROP,12.73,13.1
2013-12-02 13:15,Fill,31.18,0.38
2013-12-02 13:20,YP,23.88,1.58
2013-12-02 17:35,18H,23.95,5.96
2013-12-02 17:45,45H,12.17,12.71
2013-12-02 18:30,32H,15.65,10.35
2013-12-02 23:05,DROP,12.17,12.71
2013-12-02 23:20,10H,30.17,1.85
2013-12-03 3:00,YP,21.02,1.64
2013-12-03 3:00,Fill,33.08,0.22
2013-12-03 7:20,18H,23.43,5.69
2013-12-03 7:30,45H,13.65,12.35
2013-12-03 11:25,DROP,12.02,13.08
2013-12-03 13:00,10H,30.02,3.61
2013-12-03 16:15,Fill,33.15,0.24
2013-12-03 20:50,45H,13.23,12.76
2013-12-03 21:20,32H,17.82,10.33
2013-12-04 1:52,DROP,12.2,13.26
2013-12-04 2:15,10H,30.2,2.19
2013-12-04 5:50,YP,22.36,1.44
2013-12-04 6:00,Fill,33.5,0.23
2013-12-04 10:15,18H,24.54,6.2
2013-12-04 10:20,45H,14.16,12.63
2013-12-04 11:00,32H,17.51,10.67
2013-12-04 15:05,DROP,13.43,13.18
2013-12-04 15:50,10H,30.13,2.01
2013-12-04 19:05,YP,22.13,1.55
2013-12-04 19:15,Fill,33.89,0.23
2013-12-04 23:50,18H,23.55,6.39
2013-12-05 0:00,45H,12.91,12.27
2013-12-05 0:15,BW,16.68,13.56
2013-12-05 4:35,DROP,11.74,13.36
2013-12-05 5:05,10H,29.12,1.98
2013-12-05 8:35,YP,21.35,1.79
2013-12-05 8:45,Fill,33.6,0.23
2013-12-05 13:05,18H,23.92,6.51
2013-12-05 13:15,45H,14.21,12.75
2013-12-05 13:50,32H,17.34,10
2013-12-05 17:52,DROP,13.16,13.22
2013-12-05 18:25,10H,30.01,2.24
2013-12-05 22:00,Fill,33.59,0.15
2013-12-05 22:05,YP,22.57,1.37
2013-12-06 2:40,18H,23.36,6.63
2013-12-06 2:50,45H,13.39,12.99
2013-12-06 3:05,32H,17.55,10.85
2013-12-06 7:29,DROP,12.05,13.42
2013-12-06 8:00,10H,29.61,2.24
2013-12-06 11:23,YP,21.89,1.99
2013-12-06 11:25,Fill,33.47,0.25
2013-12-06 16:00,18H,24.08,6.43
2013-12-06 16:05,45H,13.52,13.08
2013-12-06 16:35,32H,17.04,10.93
2013-12-06 20:40,DROP,12.47,13.49
2013-12-06 21:25,10H,30.02,2.15
2013-12-07 0:35,Fill,33.55,0.28
2013-12-07 0:40,YP,21.97,1.67
2013-12-07 5:20,18H,23.46,6.45
2013-12-07 5:25,45H,13.59,13.05
2013-12-07 5:40,32H,17.71,10.61
2013-12-07 10:10,DROP,12.01,13.51
2013-12-07 10:40,10H,30.26,2.08
2013-12-07 14:00,Fill,33.87,0.24
2013-12-07 14:05,YP,21.56,1.71
2013-12-07 18:40,18H,23.48,6.51
2013-12-07 18:45,45H,13.18,12.81
2013-12-07 19:15,32H,17,10.84
2013-12-07 23:35,DROP,12.46,13.32
2013-12-08 0:05,10H,29.86,2.28
2013-12-08 3:30,Fill,33.44,0.26
2013-12-08 3:35,YP,22.29,1.8
2013-12-08 8:05,18H,24.17,6.47
2013-12-08 8:25,45H,13.38,13.01
2013-12-08 8:40,32H,17.35,10.87
2013-12-08 13:00,DROP,12.19,13.45
2013-12-08 13:30,10H,29.61,2.31
2013-12-08 17:00,Fill,33.78,0.26
2013-12-08 21:30,18H,24.29,6.44
2013-12-08 21:40,45H,13.83,13.03
2013-12-08 22:05,32H,17.32,10.84
2013-12-09 2:20,DROP,12.49,13.47
2013-12-09 2:50,10H,31,2.12
2013-12-09 6:20,Fill,33.51,0.24
2013-12-09 6:30,YP,22.3,1.66
2013-12-09 11:00,18H,24.62,6.32
2013-12-09 11:05,45H,13.69,13.01
2013-12-09 11:30,32H,18.29,10.57
2013-12-09 15:35,DROP,12.93,13.39
2013-12-09 16:20,10H,29.89,2.15
2013-12-09 19:45,Fill,33.55,0.23
2013-12-10 0:20,18H,23.31,6.35
2013-12-10 0:30,45H,14.22,12.68
2013-12-10 1:00,32H,17.87,10.72
2013-12-10 5:30,DROP,13.39,13.2
2013-12-10 5:45,10H,30.22,2.34
2013-12-10 9:20,YP,22.09,1.52
2013-12-10 9:30,Fill,33.7,0.24
2013-12-10 13:45,18H,23.71,6.49
2013-12-10 14:00,45H,13.73,12.9
2013-12-10 14:20,32H,16.96,10.84
2013-12-10 18:30,DROP,13.16,13.35
2013-12-10 19:20,10H,30.21,2.27
2013-12-10 23:00,YP,22.35,1.46
2013-12-10 23:10,Fill,33.14,0.24
2013-12-11 3:20,18H,23.61,6.13
2013-12-11 3:45,32H,17.53,10.57
2013-12-11 8:15,DROP,13.4,13.38
2013-12-11 9:00,10H,29.7,2.22
2013-12-11 12:05,Fill,33.21,0.25
2013-12-11 12:10,YP,21.84,1.88
2013-12-11 16:45,45H,13.98,13.03
2013-12-11 17:20,32H,17.38,10.69
2013-12-11 21:40,DROP,13,13.54
2013-12-11 22:10,10H,30.21,1.95
2013-12-12 1:25,Fill,33.28,0.24
2013-12-12 1:40,YP,22.15,1.84
2013-12-12 6:10,18H,23.94,6.3
2013-12-12 6:20,45H,14.09,12.76
2013-12-12 6:50,32H,16.63,10.95
2013-12-12 11:05,DROP,12.62,13.3
2013-12-12 11:40,10H,29.85,2.24
2013-12-12 15:05,Fill,32.99,0.23
2013-12-12 15:10,YP,22.33,1.8
2013-12-12 19:40,18H,23.61,6.61
2013-12-12 19:50,45H,12.91,13.09
2013-12-12 20:10,32H,16.49,10.88
2013-12-13 0:39,DROP,12.22,13.56
2013-12-13 1:05,10H,28.99,2.48
2013-12-13 2:00,DROP,11.92,13.52
2013-12-13 4:40,YP,21.21,1.77
2013-12-13 4:40,Fill,33.16,0.23
2013-12-13 8:50,45H,12.72,12.79
2013-12-13 9:05,18H,23.88,6.03
2013-12-13 9:15,32H,16.46,10.79
2013-12-13 14:40,10H,29.54,2.18
2013-12-13 18:06,YP,20.87,1.83
2013-12-13 22:55,45H,12.92,13.14
2013-12-13 22:55,32H,16.34,10.78
2013-12-14 3:45,DROP,12.33,13.57
2013-12-14 4:00,10H,29.53,2.44
2013-12-14 7:32,YP,22.15,1.52
2013-12-14 7:40,Fill,32.19,0.23
2013-12-14 11:45,18H,22.93,6.33
2013-12-14 12:05,45H,12.92,12.83
2013-12-14 12:40,32H,16.73,10.89
2013-12-14 16:40,DROP,12.87,13.28
2013-12-14 17:40,10H,29.17,2.41
2013-12-14 21:07,Fill,33.09,0.21
2013-12-14 21:14,YP,21.61,1.77
2013-12-14 22:55,18H,22.3,6.83
2013-12-15 1:40,18H,22.8,6.64
2013-12-15 1:50,45H,15.97,10.73
2013-12-15 1:50,45H,12.44,13.15
2013-12-15 6:45,DROP,11.53,13.56
2013-12-15 7:10,10H,28.74,2.24
2013-12-15 10:40,YP,22.08,1.74
2013-12-15 10:40,Fill,33.17,0.21
2013-12-15 15:10,18H,23.75,6.26
2013-12-15 15:40,32H,17.02,11.01
2013-12-15 20:25,DROP,12.29,13.53
2013-12-15 20:40,10H,28.99,2.25
2013-12-16 0:45,Fill,32.79,0.21
2013-12-16 0:52,YP,21.45,1.76
2013-12-16 4:40,18H,22.75,6.76
2013-12-16 5:10,32H,16.67,10.69
2013-12-16 10:03,DROP,12.3,13.62
2013-12-16 10:40,10H,29.56,2.25
2013-12-16 14:26,Fill,33.25,0.21
2013-12-16 14:36,YP,21.3,2.09
2013-12-16 18:10,45H,13.91,13
2013-12-16 18:40,18H,23.31,6.51
2013-12-16 23:35,DROP,12.5,13.39
2013-12-17 0:35,10H,29.11,2.49
2013-12-17 3:45,YP,21.46,1.77
2013-12-17 3:55,Fill,33.03,0.22
2013-12-17 7:30,45H,12.54,13.17
2013-12-17 8:35,18H,22.88,6.71
2013-12-17 8:40,32H,16.29,10.67
2013-12-17 13:10,DROP,10.64,13.57
2013-12-17 13:45,10H,28.94,2.41
2013-12-17 17:00,YP,21.45,1.61
2013-12-17 17:05,Fill,32.35,0.19
2013-12-17 21:40,45H,12.99,12.91
2013-12-17 21:45,18H,23.16,6.41
2013-12-17 22:30,32H,16.18,10.77
2013-12-18 3:00,10H,29.59,2.1
2013-12-18 3:05,DROP,12.09,13.39
2013-12-18 6:50,Fill,33.23,0.21
2013-12-18 6:52,YP,21.96,1.75
2013-12-18 11:00,18H,23.17,6.47
2013-12-18 11:35,45H,12.67,12.99
2013-12-18 11:45,32H,16.38,10.56
2013-12-18 16:37,DROP,11.62,13.32
2013-12-18 16:50,10H,28.44,2.23
2013-12-18 20:45,Fill,32.06,0.24
2013-12-18 20:55,YP,20.7,1.66
2013-12-19 0:20,45H,13.01,12.49
2013-12-19 0:30,18H,22.94,6.2
2013-12-19 0:45,32H,16.47,10.68
2013-12-19 2:20,DROP,12.49,13.47
2013-12-19 5:41,DROP,12.36,13.14
2013-12-19 6:55,10H,28.31,2.57
2013-12-19 10:20,YP,21.28,1.56
2013-12-19 10:25,Fill,32.46,0.24
2013-12-19 14:00,45H,13.28,12.99
2013-12-19 14:50,32H,15.13,10.72
2013-12-19 14:55,18H,22.06,6.57
2013-12-19 19:20,DROP,11.31,13.45
2013-12-19 20:20,10H,29.71,2.25
2013-12-19 22:48,Fill,31.85,0.25
2013-12-19 23:35,YP,22.19,1.32
2013-12-20 3:50,45H,12.06,12.81
2013-12-20 4:20,18H,24.24,6.05
2013-12-20 4:55,32H,16.24,10.71
2013-12-20 9:05,DROP,11.53,13.36
2013-12-20 9:35,10H,29.25,2.08
2013-12-20 13:05,YP,21.6,1.66
2013-12-20 13:15,Fill,32.55,0.21
2013-12-20 17:35,18H,23.39,6.32
2013-12-20 17:55,45H,12.07,12.95
2013-12-20 18:20,32H,17.02,10.52
2013-12-20 22:43,DROP,11.38,13.37
2013-12-20 23:05,10H,29.06,2.16
2013-12-21 2:40,YP,20.93,1.8
2013-12-21 2:50,Fill,32.69,0.24
2013-12-21 7:05,18H,23.07,6.53
2013-12-21 7:20,45H,12.48,12.65
2013-12-21 7:35,32H,16.06,10.72
2013-12-21 7:35,32H,16.06,10.72
2013-12-21 7:35,32H,16.06,10.72
2013-12-21 7:35,32H,16.06,10.72
2013-12-21 12:15,DROP,12.13,13.07
2013-12-21 12:50,10H,28.94,2.6
2013-12-21 16:10,YP,22.49,1.55
2013-12-21 16:20,Fill,32.57,0.23
2013-12-21 20:35,45H,12.59,12.9
2013-12-21 20:50,18H,23.16,6.53
2013-12-21 21:05,32H,15.88,10.73
2013-12-22 1:35,DROP,11.04,13.24
2013-12-22 2:10,10H,29.28,2.2
2013-12-22 5:35,YP,21.05,1.66
2013-12-22 5:35,YP,21.05,1.66
2013-12-22 5:45,Fill,33.26,0.22
2013-12-22 10:05,45H,12.49,12.87
2013-12-22 10:10,18H,23.37,6.25
2013-12-22 10:50,BW,16.26,13.39
2013-12-22 15:05,DROP,12.17,13.36
2013-12-22 15:35,10H,29.63,1.89
2013-12-22 19:10,YP,21.7,1.62
2013-12-22 19:15,Fill,33.16,0.22
2013-12-22 23:35,18H,23.29,6.46
2013-12-22 23:40,45H,12.16,12.98
2013-12-23 0:10,32H,16.49,10.49
2013-12-23 4:43,DROP,11.44,13.44
2013-12-23 5:00,10H,29.26,2.19
2013-12-23 8:20,Fill,32.53,0.27
2013-12-23 8:40,YP,21.48,1.68
2013-12-23 13:10,18H,23.2,6.27
2013-12-23 13:35,32H,16.77,10.63
2013-12-23 18:15,DROP,12.06,13.01
2013-12-23 18:40,10H,28.65,2.47
2013-12-23 22:10,Fill,33.56,0.25
2013-12-23 22:15,YP,21.56,1.44
2013-12-24 2:40,18H,23.43,6.47
2013-12-24 2:45,45H,12.41,12.85
2013-12-24 3:10,32H,17.41,10.44
2013-12-24 7:45,DROP,12.4,13.26
2013-12-24 8:00,10H,29.85,2.16
2013-12-24 11:50,YP,22.1,1.84
2013-12-24 12:00,Fill,33.22,0.24
2013-12-24 13:10,45H,13.67,12.6
2013-12-24 16:10,18H,24.79,5.92
2013-12-24 16:40,32H,17.1,10.55
2013-12-24 16:40,32H,17.1,10.55
2013-12-24 21:25,DROP,12.35,13.04
2013-12-24 21:35,10H,29.9,2.11
2013-12-25 1:11,Fill,33.34,0.25
2013-12-25 1:18,YP,21.89,1.64
2013-12-25 5:35,18H,23.34,6.36
2013-12-25 5:40,45H,12.92,12.86
2013-12-25 5:40,45H,12.92,12.86
2013-12-25 6:10,32H,17.93,10.41
2013-12-25 10:52,DROP,12.24,13.29
2013-12-25 11:10,10H,29.54,2.24
2013-12-25 14:45,YP,21.27,1.75
2013-12-25 19:05,45H,17.93,10.41
2013-12-25 19:10,18H,22.84,6.3
2013-12-25 19:30,32H,16.59,10.64
2013-12-26 0:10,DROP,13.13,12.86
2013-12-26 0:40,10H,29.5,2.33
2013-12-26 4:25,YP,21.16,1.06
2013-12-26 8:45,45H,13.3,12.86
2013-12-26 8:50,18H,23.75,6.52
2013-12-26 9:20,32H,15.64,10.73
2013-12-26 14:10,10H,28.54,2.51
2013-12-26 14:45,Fill,33.27,0.25
2013-12-26 15:50,DROP,12.55,13.4
2013-12-26 17:16,Extra,11.84,13.53
2013-12-26 21:30,YP,20.45,2.25
2013-12-26 22:00,45H,12.91,12.8
2013-12-26 22:10,18H,24.48,5.01
2013-12-26 22:30,32H,15.73,10.47
2013-12-27 6:35,DROP,11.65,13.49
2013-12-27 7:20,10H,28.62,2.16
2013-12-27 10:40,Fill,32.64,0.24
2013-12-27 10:50,YP,20.52,1.42
2013-12-27 11:50,45H,12.7,12.94
2013-12-27 12:00,32H,18.02,9.72
2013-12-27 15:25,18H,22.74,6.34
2013-12-27 20:20,DROP,11.69,13.51
2013-12-27 20:30,10H,29.48,1.91
2013-12-27 23:45,Fill,32.67,0.23
2013-12-28 0:15,YP,21.29,1.79
2013-12-28 1:10,45H,13.88,11.97
2013-12-28 4:40,18H,23.47,5.97
2013-12-28 5:20,32H,16.78,10.39
2013-12-28 10:15,10H,28.57,2.53
2013-12-28 10:30,DROP,11.26,12.85
2013-12-28 13:55,Fill,32.73,0.21
2013-12-28 14:05,YP,21.34,1.65
2013-12-28 18:00,45H,11.95,12.58
2013-12-28 18:15,18H,28.57,2.53
2013-12-28 18:20,32H,16.07,11.18
2013-12-28 23:30,DROP,11.85,13
2013-12-28 23:55,10H,28.98,2.17
2013-12-29 3:00,Fill,32.01,0.26
2013-12-29 3:30,YP,21.36,1.7
2013-12-29 8:05,32H,16.48,10.64
2013-12-29 8:05,18H,21.83,6.34
2013-12-29 8:05,45H,12.58,12.63
2013-12-29 13:25,10H,27.19,2.9
2013-12-29 17:00,DROP,11.01,13.24
2013-12-29 20:55,YP,21.32,1.69
2013-12-29 21:15,45H,12.72,12.99
2013-12-29 21:25,18H,24.22,5.37
2013-12-29 21:55,32H,16.85,10.34
2013-12-30 6:55,10H,25.38,4.8
2013-12-30 7:46,Extra,10.89,13.55
2013-12-30 11:00,45H,13.52,12.43
2013-12-30 11:25,32H,16.89,10.01
2013-12-30 15:15,18H,18.42,9.31
2013-12-30 16:05,DROP,12.01,13.03
2013-12-30 20:00,Fill,31.51,0.24
2013-12-31 0:20,45H,13.91,12.1
2013-12-31 2:25,32H,13.35,12.27
2013-12-31 2:25,DROP,13.35,12.27
2013-12-31 5:25,DROP,10,12.69
2014-01-01 4:10,10H,27.89,0.63
2014-01-01 7:23,DROP,10.97,13.68
2014-01-01 12:07,18H,28.36,1.49
2014-01-01 12:15,Fill,30.91,0.5
2014-01-01 12:25,YP,19.38,2.37
2014-01-01 22:25,10H,27.98,2.74
2014-01-01 22:35,DROP,11.27,13.72
2014-01-02 2:07,32H,14.9,9.78
2014-01-02 2:25,Fill,33.26,0.24
2014-01-02 2:50,YP,21.68,1.37
2014-01-02 6:30,18H,21.55,6.64
2014-01-02 15:07,45H,11.51,11.8
2014-01-02 16:00,Fill,32.36,0.019
2014-01-02 17:05,YP,22.09,1.62
